,loan_column1,id,user_id,loan_timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,name,ssn,birthday,gender,city,zip_code,visit_column1,visit_id,visit_timestamp,referrer,campaign_name
6086,13490,3120732,55316093,1544032504,80000,Refinance existing loans,ACCEPTED,14.0,0,Κορνηλία Λιόντη,123-35-4406,1980-07-24,F,Τρίκαλα,ΤΚ 962 67,0,0,0,,
6087,13493,31197487,20317435,1543790041,120000,buying a pet,REJECTED,14.0,19030360,Ανδρέας Πέτσας,800-07-7563,1974-09-21,F,Καρδίτσα,15664,10066,19030360,1538544068,Twitter,display3
6088,13493,31197487,20317435,1543790041,120000,buying a pet,REJECTED,14.0,19030360,Ανδρέας Πέτσας,800-07-7563,1974-09-21,F,Καρδίτσα,15664,10067,19030360,1507056864,Twitter,display1
6089,13493,31197487,20317435,1543790041,120000,buying a pet,REJECTED,14.0,19030360,Ανδρέας Πέτσας,800-07-7563,1974-09-21,F,Καρδίτσα,15664,10068,19030360,1518807440,Facebook,display1
6090,13493,31197487,20317435,1543790041,120000,buying a pet,REJECTED,14.0,19030360,Ανδρέας Πέτσας,800-07-7563,1974-09-21,F,Καρδίτσα,15664,10069,19030360,1513394243,Twitter,display3
6091,13493,31197487,20317435,1543790041,120000,buying a pet,REJECTED,14.0,19030360,Ανδρέας Πέτσας,800-07-7563,1974-09-21,F,Καρδίτσα,15664,10070,19030360,1539782803,Google,display3
6092,13508,87891922,34494854,1545091348,150000,Buying a pet,REJECTED,8.7,0,Στέργιος-Ανανίας Αλεξόπουλος,198-23-8110,1976-02-17,M,Λευκάδα,ΤΚ 25989,0,0,0,,
6093,13530,58622694,94911012,1544055600,120000,Buying a pet,ACCEPTED,7.0,50639238,Κόσμια Λυρή,142-98-9080,1983-08-28,F,Καλαμάτα,11493,10097,50639238,1553296791,Twitter,display3
6094,13533,2651553,47920341,1545770678,220000,Refinance existing loans,REJECTED,6.7,61529782,Κύρος-Ζήνων Χουντής,326-00-5330,1971-12-24,M,Πρέβεζα,86901,10099,61529782,1518311685,Twitter,display3
6095,13533,2651553,47920341,1545770678,220000,Refinance existing loans,REJECTED,6.7,61529782,Κύρος-Ζήνων Χουντής,326-00-5330,1971-12-24,M,Πρέβεζα,86901,10100,61529782,1512600477,Twitter,display1
6096,13533,2651553,47920341,1545770678,220000,Refinance existing loans,REJECTED,6.7,61529782,Κύρος-Ζήνων Χουντής,326-00-5330,1971-12-24,M,Πρέβεζα,86901,10101,61529782,1551151713,Twitter,display2
6097,13563,73687915,64340640,1544212769,200000,Refinance existing loans,ACCEPTED,7.0,0,Φανουρία Δημητρίου,131-77-1131,1981-02-07,F,Σπάρτη,000 12,0,0,0,,
6098,13617,45923429,38495070,1544130092,180000,Buying a pet,ACCEPTED,8.7,0,Ινώ Αντωνάκη,561-21-6798,1983-01-17,M,Χίος,648 17,0,0,0,,
6099,13628,64271564,25444066,1545708047,120000,Refinance existing loans,REJECTED,14.0,0,Αμβροσία Ζεγλίνα,704-48-3682,1973-04-05,F,Βόλος,ΤΚ 81415,0,0,0,,
6100,13716,60259403,60720083,1545462278,250000,home purchase,ACCEPTED,14.0,0,Δαμιανός Παπαπανός,390-02-7390,1974-04-14,F,Θεσσαλονίκη,99847,0,0,0,,
6101,13743,915870,48945386,1543979730,280000,home purchase,REJECTED,7.0,0,Βλάσης Ζηδιανάκης,606-90-2326,1988-05-18,F,Αθήνα,97531,0,0,0,,
6102,13744,59304887,11179889,1545803093,20000,Home purchase,ACCEPTED,14.0,0,Ραλλία Κανταρελή,291-33-3031,1996-01-14,M,Γρεβενά,04826,0,0,0,,
6103,13751,88925540,74695367,1544507568,100000,Buying a pet,ACCEPTED,8.7,0,Εφραίμ Μανουσέλης,820-65-2907,1986-06-12,F,Ζάκυνθος,661 90,0,0,0,,
6104,13762,25607469,93566402,1543733219,190000,Refinance existing loans,REJECTED,14.0,77145474,Βικτόρια Καρακώστα,036-39-1110,1996-02-03,F,Κιλκίς,17960,10272,77145474,1507885269,Facebook,display2
6105,13831,14628079,62695531,1544636850,120000,Home purchase,ACCEPTED,8.7,0,Κώστας Πέππας,747-27-5572,1989-01-28,M,Κοζάνη,694 94,0,0,0,,
6106,13833,40935497,38722492,1544119191,20000,Buying a pet,REJECTED,8.7,0,Στεφανία-Εύα Φασατάκη,509-71-0081,1978-09-05,M,Αλεξανδρούπολη,57910,0,0,0,,
6107,13852,12105181,606613,1544726969,20000,Refinance existing loans,REJECTED,8.7,0,Ναταλία-Μελίνα Μεξή,052-30-5860,1994-05-21,M,Αργοστόλι,49947,0,0,0,,
6108,13872,43168266,88154949,1545514411,220000,Refinance existing loans,REJECTED,8.7,0,Βησσαρίων Σταμόπουλος,199-16-9523,1976-10-26,F,Ηράκλειο,637 23,0,0,0,,
6109,13912,15587690,77977230,1543961336,200000,Refinance existing loans,REJECTED,6.7,0,Χρυσαφένια-Σεβαστιανή Νταγκαλή,643-78-9213,1979-02-03,M,Αθήνα,ΤΚ 12180,0,0,0,,
6110,13921,8439989,35590688,1545820397,190000,Refinance existing loans,ACCEPTED,8.7,0,Γαληνός Καρανασίου,713-61-8013,1979-07-27,F,Ξάνθη,46773,0,0,0,,
6111,13953,63703863,42846792,1545642974,20000,home purchase,ACCEPTED,7.0,0,Λαυρέντιος Ευκαρπίδης,060-54-6177,1974-12-01,M,Τρίπολη,ΤΚ 65933,0,0,0,,
6112,13970,93516048,24946900,1544020542,220000,Home purchase,REJECTED,8.7,53081562,Αικατερίνη Μαυρίδη,695-68-6803,1974-06-23,F,Πολύγυρος,ΤΚ 992 78,10404,53081562,1515783146,Google,display2
6113,13976,8744530,94709400,1544603705,220000,Buying a pet,REJECTED,6.7,0,Ευσεβεία Σπανοχριστοδούλου,877-54-0620,1993-09-01,M,Τρίπολη,ΤΚ 92539,0,0,0,,
6114,14007,27407470,50654957,1544491755,40000,Refinance existing loans,REJECTED,7.0,0,Χαρίτος Κουτχιάς,477-39-2809,1988-12-14,F,Αθήνα,ΤΚ 601 40,0,0,0,,
6115,14010,53603061,93552316,1544189278,210000,Refinance existing loans,ACCEPTED,6.7,0,Πολυτίμη Χολέβα,508-73-7015,1986-07-14,M,Τρίπολη,176 89,0,0,0,,
6116,14069,19694796,59825543,1545957092,300000,Buying a pet,REJECTED,14.0,0,Στέργιος Μπλιατσίου,165-00-4311,1978-01-06,M,Πολύγυρος,ΤΚ 056 78,0,0,0,,
6117,14127,16717177,18437178,1544786631,40000,Buying a pet,ACCEPTED,14.0,0,Βαρσαμία Σαββάκη,012-21-8200,1994-06-17,M,Λιβαδιά,98819,0,0,0,,
6118,14185,3871861,62869864,1545110524,250000,Refinance existing loans,ACCEPTED,8.7,0,Φανούριος Σαουλίδης,885-91-1956,1970-05-21,F,Καστοριά,10856,0,0,0,,
6119,14202,5348509,32951398,1545947543,90000,Buying a pet,REJECTED,6.7,0,Αφέντρα Χριστοφόρη,599-45-9575,1975-09-23,M,Τρίκαλα,ΤΚ 44406,0,0,0,,
6120,14257,17455987,78180594,1544007910,250000,Refinance existing loans,REJECTED,8.7,0,Κυριακή Χατζηχαρίστου,242-35-1084,1984-10-23,M,Καλαμάτα,ΤΚ 45370,0,0,0,,
6121,14284,18955867,2973323,1545786678,40000,buying a pet,ACCEPTED,6.7,0,Ιορδάνης Κυπριώτης,836-49-1962,1981-08-07,F,Άμφισσα,ΤΚ 06195,0,0,0,,
6122,14290,83754254,7984569,1543660634,290000,Refinance existing loans,REJECTED,14.0,0,Ισίδωρος Λεμονής,623-09-4078,1981-11-18,M,Καρπενήσι,ΤΚ 36507,0,0,0,,
6123,14305,56358894,85264862,1544516057,30000,Refinance existing loans,REJECTED,14.0,0,Φωτεινή Παυλάκη,890-67-1180,1984-01-12,F,Κιλκίς,71268,0,0,0,,
6124,14319,36199308,70734856,1544878060,170000,Home purchase,REJECTED,6.7,0,Θεοφάνης Αξαόπουλος,003-01-4709,1994-09-18,F,Χίος,954 56,0,0,0,,
6125,14332,69007902,92017640,1545883279,270000,Buying a pet,ACCEPTED,8.7,0,Ειρηναίος Τζουβέλης,267-62-8179,1975-02-10,M,Αλεξανδρούπολη,05081,0,0,0,,
6126,14399,53124800,81543451,1544186814,60000,Buying a pet,REJECTED,8.7,0,Θέτις Πολατίδου,641-33-1781,1985-08-01,M,Ιωάννινα,ΤΚ 66142,0,0,0,,
6127,14461,67782495,929306,1544668401,70000,Refinance existing loans,REJECTED,7.0,79744030,Αγαπητός Σκορδάκης,847-84-3520,1977-12-02,F,Καλαμάτα,52925,10758,79744030,1541278265,Twitter,display3
6128,14464,42811838,16921976,1544075577,240000,Buying a pet,ACCEPTED,6.7,0,Ευπραξία Ζαννίκου,992-34-3485,1994-08-25,F,Ξάνθη,ΤΚ 338 31,0,0,0,,
6129,14485,57294859,37236558,1544127639,280000,Home purchase,ACCEPTED,8.7,0,Πανδώρα Βουλγαρίδου,873-57-3352,1974-03-03,M,Λάρισα,636 91,0,0,0,,
6130,14488,12480137,68979751,1546062842,100000,Refinance existing loans,ACCEPTED,8.7,0,Φιλίππα Σδούκου,603-54-2485,1975-06-27,F,Ναύπλιο,158 56,0,0,0,,
6131,14509,26048915,10997068,1544187070,90000,Refinance existing loans,REJECTED,6.7,0,Πολυχρονία Πατελλή,750-54-2441,1976-07-01,F,Μεσολόγγι,985 19,0,0,0,,
6132,14521,53522723,83541167,1546048025,150000,Home purchase,ACCEPTED,14.0,0,Αγαθόνικος Κωστάκης,822-84-2168,1980-02-25,F,Έδεσσα,69862,0,0,0,,
6133,14546,758110,8305342,1543933328,120000,Refinance existing loans,REJECTED,7.0,0,Βρυσηίς-Πουλχερία Σπαθάρη,405-22-2101,1976-03-08,M,Ξάνθη,97204,0,0,0,,
6134,14562,2745576,9755071,1545062583,40000,buying a pet,ACCEPTED,6.7,0,Κωνσταντίνος Πολυχρόνης,958-06-1359,1981-05-17,M,Φλώρινα,34450,0,0,0,,
6135,14567,13665429,85077297,1544279908,230000,Buying a pet,ACCEPTED,14.0,55778260,Μάρκος Φρογάκης,915-20-9856,1981-11-06,F,Πάτρα,37167,10826,55778260,1563157925,Twitter,display3
6136,14567,13665429,85077297,1544279908,230000,Buying a pet,ACCEPTED,14.0,55778260,Μάρκος Φρογάκης,915-20-9856,1981-11-06,F,Πάτρα,37167,10827,55778260,1568746329,Google,display2
6137,14567,13665429,85077297,1544279908,230000,Buying a pet,ACCEPTED,14.0,55778260,Μάρκος Φρογάκης,915-20-9856,1981-11-06,F,Πάτρα,37167,10828,55778260,1511500140,Facebook,display2
6138,14567,13665429,85077297,1544279908,230000,Buying a pet,ACCEPTED,14.0,55778260,Μάρκος Φρογάκης,915-20-9856,1981-11-06,F,Πάτρα,37167,10829,55778260,1531776722,Twitter,display1
6139,14583,44495547,98635150,1545290910,40000,buying a pet,REJECTED,6.7,53830690,Μαυρίκιος Πιπεράκης,516-35-0201,1975-04-26,F,Κόρινθος,ΤΚ 05138,10841,53830690,1508230461,Facebook,display2
6140,14583,44495547,98635150,1545290910,40000,buying a pet,REJECTED,6.7,53830690,Μαυρίκιος Πιπεράκης,516-35-0201,1975-04-26,F,Κόρινθος,ΤΚ 05138,10842,53830690,1554093457,Twitter,display3
6141,14583,44495547,98635150,1545290910,40000,buying a pet,REJECTED,6.7,53830690,Μαυρίκιος Πιπεράκης,516-35-0201,1975-04-26,F,Κόρινθος,ΤΚ 05138,10843,53830690,1519093141,Twitter,display1
6142,14583,44495547,98635150,1545290910,40000,buying a pet,REJECTED,6.7,53830690,Μαυρίκιος Πιπεράκης,516-35-0201,1975-04-26,F,Κόρινθος,ΤΚ 05138,10844,53830690,1556261946,Google,display2
6143,14633,83993929,61340106,1544961018,300000,Buying a pet,ACCEPTED,6.7,94878079,Έλλη Οικονόμου,030-27-9382,1987-02-06,M,Κοζάνη,ΤΚ 08455,10878,94878079,1553492749,Twitter,display3
6144,14633,83993929,61340106,1544961018,300000,Buying a pet,ACCEPTED,6.7,94878079,Έλλη Οικονόμου,030-27-9382,1987-02-06,M,Κοζάνη,ΤΚ 08455,10879,94878079,1553066027,Twitter,display3
6145,14633,83993929,61340106,1544961018,300000,Buying a pet,ACCEPTED,6.7,94878079,Έλλη Οικονόμου,030-27-9382,1987-02-06,M,Κοζάνη,ΤΚ 08455,10880,94878079,1534778071,Facebook,display2
6146,14679,72783807,47640813,1545283406,90000,Refinance existing loans,REJECTED,14.0,0,Πανωραία Μπακοστεργίου,968-19-4661,1983-04-01,M,Ηράκλειο,ΤΚ 68683,0,0,0,,
6147,14688,21990374,64191630,1546199444,200000,Buying a pet,ACCEPTED,6.7,13294815,Αγάθη Χασάπη,474-43-5567,1976-05-15,M,Ερμούπολη,523 02,10915,13294815,1542003431,Google,display3
6148,14688,21990374,64191630,1546199444,200000,Buying a pet,ACCEPTED,6.7,13294815,Αγάθη Χασάπη,474-43-5567,1976-05-15,M,Ερμούπολη,523 02,10916,13294815,1551662439,Facebook,display1
6149,14688,21990374,64191630,1546199444,200000,Buying a pet,ACCEPTED,6.7,13294815,Αγάθη Χασάπη,474-43-5567,1976-05-15,M,Ερμούπολη,523 02,10917,13294815,1526313481,Google,display3
6150,14688,21990374,64191630,1546199444,200000,Buying a pet,ACCEPTED,6.7,13294815,Αγάθη Χασάπη,474-43-5567,1976-05-15,M,Ερμούπολη,523 02,10918,13294815,1530768938,Facebook,display2
6151,14688,21990374,64191630,1546199444,200000,Buying a pet,ACCEPTED,6.7,13294815,Αγάθη Χασάπη,474-43-5567,1976-05-15,M,Ερμούπολη,523 02,10919,13294815,1542301574,Twitter,display2
6152,14701,23921676,98311566,1544386906,90000,buying a pet,REJECTED,6.7,0,Θεώνη Λυμαξή,754-19-1031,1991-07-11,M,Αγ. Νικόλαος,ΤΚ 802 13,0,0,0,,
6153,14731,96583014,76127439,1545027631,180000,Buying a pet,ACCEPTED,14.0,70542144,Στέργιος Ξανθάκης,797-07-9926,1990-12-01,F,Άμφισσα,073 22,10946,70542144,1532885616,Facebook,display3
6154,14731,96583014,76127439,1545027631,180000,Buying a pet,ACCEPTED,14.0,70542144,Στέργιος Ξανθάκης,797-07-9926,1990-12-01,F,Άμφισσα,073 22,10947,70542144,1554708960,Twitter,display3
6155,14767,98811068,27642289,1544029918,180000,Home purchase,REJECTED,14.0,0,Ιουλιανός Τσώτσης,813-33-9843,1986-12-11,F,Λαμία,943 89,0,0,0,,
6156,14792,83635561,21736193,1545766167,220000,buying a pet,ACCEPTED,6.7,0,Ροδόφλος Δουράνης,002-50-8791,1980-02-20,F,Γρεβενά,70560,0,0,0,,
6157,14799,15522364,39189670,1543812398,280000,buying a pet,ACCEPTED,8.7,40304160,Αρέθα Παπανδρέου,148-37-7358,1984-08-10,M,Χαλκίδα,68518,10997,40304160,1561158119,Twitter,display2
6158,14799,15522364,39189670,1543812398,280000,buying a pet,ACCEPTED,8.7,40304160,Αρέθα Παπανδρέου,148-37-7358,1984-08-10,M,Χαλκίδα,68518,10998,40304160,1567021524,Google,display1
6159,14799,15522364,39189670,1543812398,280000,buying a pet,ACCEPTED,8.7,40304160,Αρέθα Παπανδρέου,148-37-7358,1984-08-10,M,Χαλκίδα,68518,10999,40304160,1508974111,Facebook,display1
6160,14799,15522364,39189670,1543812398,280000,buying a pet,ACCEPTED,8.7,40304160,Αρέθα Παπανδρέου,148-37-7358,1984-08-10,M,Χαλκίδα,68518,11000,40304160,1543625915,Facebook,display3
6161,14817,23177722,64318014,1545287997,230000,Home purchase,ACCEPTED,7.0,35905099,Κοσμάς Πιπεράκης,778-06-1491,1977-01-05,M,Ερμούπολη,ΤΚ 855 83,11017,35905099,1552998675,Facebook,display2
6162,14817,23177722,64318014,1545287997,230000,Home purchase,ACCEPTED,7.0,35905099,Κοσμάς Πιπεράκης,778-06-1491,1977-01-05,M,Ερμούπολη,ΤΚ 855 83,11018,35905099,1538477386,Twitter,display2
6163,14817,23177722,64318014,1545287997,230000,Home purchase,ACCEPTED,7.0,35905099,Κοσμάς Πιπεράκης,778-06-1491,1977-01-05,M,Ερμούπολη,ΤΚ 855 83,11019,35905099,1548049520,Google,display2
6164,14817,23177722,64318014,1545287997,230000,Home purchase,ACCEPTED,7.0,35905099,Κοσμάς Πιπεράκης,778-06-1491,1977-01-05,M,Ερμούπολη,ΤΚ 855 83,11020,35905099,1547721534,Twitter,display1
6165,14849,2029602,59705979,1545616166,200000,Refinance existing loans,ACCEPTED,7.0,0,Αμαλία Γεωργιάδου,279-76-4765,1973-02-13,F,Χαλκίδα,ΤΚ 152 82,0,0,0,,
6166,14852,16686723,52119702,1545826101,20000,home purchase,ACCEPTED,6.7,58337485,Κυπαρισσία Ποσάντζη,258-10-2045,1972-08-13,M,Σπάρτη,067 38,11037,58337485,1569087633,Google,display1
6167,14852,16686723,52119702,1545826101,20000,home purchase,ACCEPTED,6.7,58337485,Κυπαρισσία Ποσάντζη,258-10-2045,1972-08-13,M,Σπάρτη,067 38,11038,58337485,1528075456,Google,display1
6168,14852,16686723,52119702,1545826101,20000,home purchase,ACCEPTED,6.7,58337485,Κυπαρισσία Ποσάντζη,258-10-2045,1972-08-13,M,Σπάρτη,067 38,11039,58337485,1546276568,Facebook,display3
6169,14852,16686723,52119702,1545826101,20000,home purchase,ACCEPTED,6.7,58337485,Κυπαρισσία Ποσάντζη,258-10-2045,1972-08-13,M,Σπάρτη,067 38,11040,58337485,1512139746,Facebook,display3
6170,14856,52997943,40536024,1544828296,180000,Buying a pet,ACCEPTED,7.0,2516690,Σωτήρης Σπυριδάκης,612-04-2426,1995-12-26,F,Ρέθυμνο,ΤΚ 009 21,0,0,0,,
6171,14887,8283112,57586359,1544815522,270000,Home purchase,ACCEPTED,6.7,13730233,Κωνσταντίνος Πέππας,095-70-0701,1978-01-25,F,Ρέθυμνο,076 27,11063,13730233,1544536465,Facebook,display3
6172,14887,8283112,57586359,1544815522,270000,Home purchase,ACCEPTED,6.7,13730233,Κωνσταντίνος Πέππας,095-70-0701,1978-01-25,F,Ρέθυμνο,076 27,11064,13730233,1538858824,Facebook,display3
6173,14887,8283112,57586359,1544815522,270000,Home purchase,ACCEPTED,6.7,13730233,Κωνσταντίνος Πέππας,095-70-0701,1978-01-25,F,Ρέθυμνο,076 27,11065,13730233,1561086154,Facebook,display1
6174,14887,8283112,57586359,1544815522,270000,Home purchase,ACCEPTED,6.7,13730233,Κωνσταντίνος Πέππας,095-70-0701,1978-01-25,F,Ρέθυμνο,076 27,11066,13730233,1531591428,Twitter,display2
6175,14888,23987972,57586359,1544519201,60000,home purchase,REJECTED,14.0,0,Κωνσταντίνος Πέππας,095-70-0701,1978-01-25,F,Ρέθυμνο,076 27,0,0,0,,
6176,14894,82493807,90427358,1545186480,60000,home purchase,REJECTED,8.7,0,Τρισεύγενη Χολέβα,265-09-6433,1994-03-07,M,Ηγουμενίτσα,ΤΚ 623 36,0,0,0,,
6177,14924,32547615,385433,1543995890,240000,Refinance existing loans,ACCEPTED,8.7,0,Πολύβια Μποτζιώρη,339-31-4931,1976-05-01,F,Πάτρα,108 20,0,0,0,,
6178,14952,99095668,66744026,1543887606,250000,Refinance existing loans,REJECTED,7.0,0,Δάφνη Μπεσύρη,916-53-2682,1985-07-12,F,Χίος,ΤΚ 34667,0,0,0,,
6179,14958,5821154,27027616,1544444491,70000,Home purchase,ACCEPTED,7.0,0,Βρυσηίς Σπανοχριστοδούλου,905-13-8199,1977-04-04,F,Γρεβενά,ΤΚ 33264,0,0,0,,
6180,14962,88255900,88500459,1546028259,60000,Home purchase,REJECTED,6.7,0,Πολύκαρπος Ζυγούρης,277-76-4599,1992-01-24,F,Κομοτηνή,199 01,0,0,0,,
6181,14965,97137756,14935121,1544731238,270000,Refinance existing loans,REJECTED,8.7,0,Αγαπητός Μεϊμάρης,547-75-6568,1984-09-26,F,Κιλκίς,45801,0,0,0,,
6182,14978,95989936,45566134,1545501108,70000,Buying a pet,ACCEPTED,14.0,73532116,Γιάννης Λυγκούρας,006-15-2252,1972-06-01,F,Φλώρινα,ΤΚ 512 65,0,0,0,,
6183,14989,85649836,53161882,1544888257,250000,home purchase,ACCEPTED,14.0,0,Λογοθέτης Κακαβός,684-29-2810,1991-07-21,F,Καρπενήσι,ΤΚ 50463,0,0,0,,
6184,15003,96335171,19381469,1544826844,230000,Buying a pet,REJECTED,8.7,0,Βαλεντίνος Κουρής,842-21-8241,1980-07-01,M,Καλαμάτα,ΤΚ 69358,0,0,0,,
6185,15012,1908724,33460354,1544654744,70000,Buying a pet,ACCEPTED,7.0,93583653,Ιερεμίας Τσούπρας,304-85-7117,1992-02-13,M,Καβάλα,857 33,11166,93583653,1543345502,Twitter,display2
6186,15012,1908724,33460354,1544654744,70000,Buying a pet,ACCEPTED,7.0,93583653,Ιερεμίας Τσούπρας,304-85-7117,1992-02-13,M,Καβάλα,857 33,11167,93583653,1567430563,Facebook,display2
6187,15012,1908724,33460354,1544654744,70000,Buying a pet,ACCEPTED,7.0,93583653,Ιερεμίας Τσούπρας,304-85-7117,1992-02-13,M,Καβάλα,857 33,11168,93583653,1565013884,Twitter,display2
6188,15012,1908724,33460354,1544654744,70000,Buying a pet,ACCEPTED,7.0,93583653,Ιερεμίας Τσούπρας,304-85-7117,1992-02-13,M,Καβάλα,857 33,11169,93583653,1557668267,Facebook,display3
6189,14,34604979,56602297,1519358287,40000,Refinance existing loans,ACCEPTED,7.0,0,Κρυσταλλένια Ξηροδήμα,966-97-6915,1980-01-11,M,Μεσολόγγι,ΤΚ 29169,0,0,0,,
6190,21,97091328,30293090,1518419636,60000,home purchase,ACCEPTED,6.7,94794740,Ερωφίλη-Θεοπίστη Κλεινάκη,189-34-8860,1981-01-17,M,Φλώρινα,84083,0,0,0,,
6191,45,34479982,34063228,1518857723,170000,buying a pet,REJECTED,6.7,0,Ευστράτιος Τσιτούρας,045-58-7843,1977-04-11,M,Χαλκίδα,ΤΚ 525 58,0,0,0,,
6192,156,94826202,67509940,1518114089,270000,Buying a pet,REJECTED,7.0,23679538,Μιχαέλα Σπασέγκου,782-56-9301,1983-05-22,M,Αλεξανδρούπολη,83202,98,23679538,1557968810,Facebook,display2
6193,223,39705148,85592067,1518580460,190000,Home purchase,REJECTED,14.0,73582701,Σεβαστιανός Καράμπας,172-58-5716,1986-11-26,M,Θεσσαλονίκη,ΤΚ 603 74,140,73582701,1558795881,Twitter,display1
6194,223,39705148,85592067,1518580460,190000,Home purchase,REJECTED,14.0,73582701,Σεβαστιανός Καράμπας,172-58-5716,1986-11-26,M,Θεσσαλονίκη,ΤΚ 603 74,141,73582701,1534872368,Facebook,display2
6195,241,28206797,31605157,1517645893,180000,home purchase,ACCEPTED,14.0,0,Χριστόφορος Σαλταούρας,834-25-0757,1975-12-10,F,Κομοτηνή,709 65,0,0,0,,
6196,254,46350513,37096305,1519095532,210000,Refinance existing loans,ACCEPTED,6.7,0,Αφέντης Κωστόπουλος,836-41-2961,1996-08-30,F,Ρόδος,22177,0,0,0,,
6197,269,608773,77608488,1519653014,60000,Refinance existing loans,ACCEPTED,7.0,0,Κλεόπας Φιλιππάτος,544-57-4384,1992-03-06,M,Έδεσσα,66819,0,0,0,,
6198,282,744055,64596394,1519457227,30000,Buying a pet,REJECTED,6.7,0,Καλλίνικη Σκαφτούρου,553-31-3202,1995-03-16,M,Κοζάνη,ΤΚ 09350,0,0,0,,
6199,312,79709380,16251586,1519407102,50000,Home purchase,ACCEPTED,8.7,0,Αθηνά Γιαννακουδάκη,832-32-2906,1996-08-26,F,Καλαμάτα,ΤΚ 304 40,0,0,0,,
6200,354,8084758,8045378,1517874379,280000,Home purchase,ACCEPTED,6.7,0,Αντωνία Λογοθέτη,407-95-4125,1977-05-30,F,Πάτρα,802 64,0,0,0,,
6201,381,2683864,14718074,1518179499,40000,Home purchase,REJECTED,7.0,0,Χαρά Γαβριηλίδη,015-06-3896,1975-12-10,M,Ρέθυμνο,769 12,0,0,0,,
6202,391,94425667,5611279,1518505828,180000,buying a pet,REJECTED,7.0,49619487,Γαρύφαλλος Γρηγορόπουλος,987-08-5521,1972-02-05,F,Βέροια,35010,0,0,0,,
6203,405,18404852,70506702,1518590338,200000,Refinance existing loans,ACCEPTED,7.0,0,Νέαρχος-Ιερόθεος Καράνης,615-94-2305,1986-09-16,M,Ηράκλειο,58987,0,0,0,,
6204,434,97445973,27766942,1519492809,290000,home purchase,REJECTED,14.0,0,Ανδρονίκη Σταθά,232-70-0734,1989-04-24,M,Κόρινθος,ΤΚ 919 98,0,0,0,,
6205,453,3131296,67057088,1518214714,40000,Refinance existing loans,REJECTED,6.7,0,Σέργιος Παπαδάκης,357-72-2304,1981-09-20,M,Δράμα,ΤΚ 32003,0,0,0,,
6206,469,6220829,44390161,1519706672,70000,Refinance existing loans,ACCEPTED,14.0,0,Αθηνά Βραδή,211-54-5044,1991-05-21,F,Τρίπολη,67128,0,0,0,,
6207,511,11370279,88875753,1519380067,290000,Refinance existing loans,ACCEPTED,7.0,0,Αγαθάγγελος Δουβίκας,487-12-6132,1993-10-26,F,Καβάλα,ΤΚ 28193,0,0,0,,
6208,524,85695023,98920897,1518586216,20000,buying a pet,REJECTED,6.7,73831089,Κάρολος Ματσούκας,986-31-5230,1992-02-02,F,Καρδίτσα,ΤΚ 62131,347,73831089,1526572020,Twitter,display2
6209,524,85695023,98920897,1518586216,20000,buying a pet,REJECTED,6.7,73831089,Κάρολος Ματσούκας,986-31-5230,1992-02-02,F,Καρδίτσα,ΤΚ 62131,348,73831089,1526273027,Google,display1
6210,524,85695023,98920897,1518586216,20000,buying a pet,REJECTED,6.7,73831089,Κάρολος Ματσούκας,986-31-5230,1992-02-02,F,Καρδίτσα,ΤΚ 62131,349,73831089,1521662727,Google,display3
6211,637,27783418,11218497,1518649561,30000,Buying a pet,ACCEPTED,7.0,0,Μαρωτέσα Πάντζιου,747-80-1663,1972-02-22,M,Κομοτηνή,ΤΚ 98531,0,0,0,,
6212,711,6164242,32794721,1517913244,210000,home purchase,REJECTED,7.0,0,Λεμονιά Τόλη,483-12-6772,1972-11-14,F,Κιλκίς,ΤΚ 24475,0,0,0,,
6213,741,64657036,88678557,1518537349,210000,Buying a pet,REJECTED,14.0,0,Βρασίδας Χατζαντώνης,448-24-3465,1994-09-08,F,Λιβαδιά,ΤΚ 68105,0,0,0,,
6214,751,47338227,87657140,1518303934,270000,Refinance existing loans,REJECTED,6.7,27845923,Ταξίαρχος-Ευτύχιος Αμπατζιάνης,956-94-2593,1980-06-05,M,Πολύγυρος,61111,484,27845923,1532876321,Twitter,display2
6215,751,47338227,87657140,1518303934,270000,Refinance existing loans,REJECTED,6.7,27845923,Ταξίαρχος-Ευτύχιος Αμπατζιάνης,956-94-2593,1980-06-05,M,Πολύγυρος,61111,485,27845923,1517168787,Twitter,display3
6216,751,47338227,87657140,1518303934,270000,Refinance existing loans,REJECTED,6.7,27845923,Ταξίαρχος-Ευτύχιος Αμπατζιάνης,956-94-2593,1980-06-05,M,Πολύγυρος,61111,486,27845923,1517273075,Google,display2
6217,751,47338227,87657140,1518303934,270000,Refinance existing loans,REJECTED,6.7,27845923,Ταξίαρχος-Ευτύχιος Αμπατζιάνης,956-94-2593,1980-06-05,M,Πολύγυρος,61111,487,27845923,1515179847,Twitter,display1
6218,775,58808568,38628718,1519503781,260000,Buying a pet,ACCEPTED,7.0,0,Χρυσούλα-Κλεονίκη Ματεντσίδου,223-15-5188,1976-03-19,F,Κιλκίς,49621,0,0,0,,
6219,825,42566535,31279379,1517937957,230000,Home purchase,REJECTED,6.7,0,Νίκανδρος Λάππας,185-57-4763,1988-10-01,M,Βέροια,71903,0,0,0,,
